accessionVersion,lineage,sampleCollectionDate,geoLocCountry,geoLocAdmin1,authors,authorAffiliations,hostNameScientific,length,earliestReleaseDate,submissionId,groupName,dataUseTerms,dataUseTermsUrl,biosampleAccession,completeness,geoLocAdmin2,geoLocCity,insdcAccessionFull,insdcRawReadsAccession,isLabHost,specimenCollectorSampleId,totalAmbiguousNucs,totalUnknownNucs,parsed_date,year,subtype,group_count,sampling_weight
PP_003UH97.1,A.D,2015-08-14,Australia,NA,"Porter, D. P.; Guo, Y.; Perry, J.; Gossage, D. L.; Watkins, T. R.; Chien, J. W.; Jordan, R.","Gilead Sciences, Inc., Clinical Virology",Homo sapiens,1725,2020-06-29,MT543381.1,Automated Ingest from INSDC/NCBI Virus by Loculus,OPEN,https://pathoplexus.org/about/terms-of-use/open-data,NA,0.11330049261083744,NA,NA,MT543381.1,NA,NA,Subject0020_BL_F,0,0,2015-08-14T00:00:00Z,2015,RSV-A,13,0.2773500981126146
PP_001SUXR.1,A.D.1,2020-01-26,USA,Arizona,"Wilkins, D.; Langedijk, A. C.; Lebbink, R. J.; Morehouse, C. A.; Abram, M. E.; Ahani, B.; Aksyuk, A. A.; Baraldi, E.; Brady, T.; Chen, A. T.; Chi, H.; Choi, E. H.; Cohen, R.; Danilenko, D. M.; Gopalakrishnan, V.; Greenough, A.; Heikkinen, T.; Hosoya, M.; Keller, C.; Kelly, E. J.; Kragten-Tabatabaie, L.; Martinon-Torres, F.; Mascarenas-de Los Santos, A. H.; Nunes, M. C.; Palomino, M. A.; Papenburg, J.; Pernica, J. M.; Richmond, P.; Stein, R. T.; Tuffy, K. M.; Verwey, C.; Esser, M. T.; Tabor, D. E.; Bont, L. J.","Astrazeneca, Early Vaccines & Immune Therapies",Homo sapiens,1725,2023-03-05,OQ278192.1,Automated Ingest from INSDC/NCBI Virus by Loculus,OPEN,https://pathoplexus.org/about/terms-of-use/open-data,NA,0.11330049261083744,NA,NA,OQ278192.1,NA,NA,82720525,0,0,2020-01-26T00:00:00Z,2020,RSV-A,726,0.037113480951260276
PP_001UF4M.1,A.D.3,2018,China,NA,"Fu, Y.; Li, Q.; Li, F.; Huang, L.; Zhang, H.; Chen, X.; Xie, Z.","Laboratory of Infection and Virology, Beijing Pediatric Research Institute, Beijing Children's Hospital, Beijing Key Laboratory of Pediatric Respiratory Infectious Diseases",Homo sapiens,1725,2023-10-25,OR570326.1,Automated Ingest from INSDC/NCBI Virus by Loculus,OPEN,https://pathoplexus.org/about/terms-of-use/open-data,NA,0.11330049261083744,NA,NA,OR570326.1,NA,NA,20180812/BJ/CHN/2018,0,0,2018-01-01T00:00:00Z,2018,RSV-A,80,0.11180339887498948
PP_004HB74.1,A.D.1,2021-11-22,USA,Texas/Houston,"Avadhanula, V.; Agustinho, D. P.; Sahni, L. C.; Surathu, A.; Henke, D.; Doddapaneni, H.; Muzny, D. M.; Metcalf, G. A.; Javornik Cregeen, S.; Thornburg, N. J.; Moline, H. L.; Tannis, A.; Gibbs, R. A.; Petrosino, J. F.; Boom, J. A.; Sedlazeck, F. J.; Piedra, P. A.; Simar, S. R.","Baylor College of Medicine, Molecular Virology and Microbiology",Homo sapiens,15119,2026-01-10,PX752076.1,Automated Ingest from INSDC/NCBI Virus by Loculus,OPEN,https://pathoplexus.org/about/terms-of-use/open-data,SAMN50231727,0.9861412151067324,NA,NA,PX752076.1,SRR34736632,NA,HRSV/A/USA/TX-HOU-198670/2021,0,159,2021-11-22T00:00:00Z,2021,RSV-A,31,0.1796053020267749
PP_004JHWH.1,A.D.1.9,2023-12-02,Germany,NA,"Le, Duyen Bao; Tometten, Inga; Lübke, Nadine; Paluschinski, Martha; Schupp, Anna-Kathrin; Ehlkes, Lutz; Kreuzer, Pascal; Zacharias, Nicole; Timm, Joerg; Dilthey, Alexander; Walker, Andreas","Institute of Virology, University Hospital Düsseldorf Heinrich Heine University Düsseldorf, Düsseldorf, Germany; Institute of Virology, University Hospital Düsseldorf Heinrich Heine University Düsseldorf, Düsseldorf, Germany; Institute of Virology, University Hospital Düsseldorf Heinrich Heine University Düsseldorf , Düsseldorf, Germany; Institute of Virology , University Hospital Düsseldorf Heinrich Heine University Düsseldorf, Düsseldorf, Germany; Institute of Virology, University Hospital Düsseldorf Heinrich Heine University Düsseldorf, Düsseldorf, Germany; Düsseldorf Health Authority (Gesundheitsamt Düsseldorf), Düsseldorf, Germany; Düsseldorf Health Authority (Gesundheitsamt Düsseldorf), Düsseldorf, Germany; Institute for Hygiene and Public Health, University Hospital Bonn, Bonn, Germany; Institute of Virology, University Hospital Düsseldorf Heinrich Heine University Düsseldorf, Düsseldorf, Germany; Institute of Medical Microbiology and Hospital Hygiene, University Hospital Düsseldorf Heinrich Heine University Düsseldorf, Düsseldorf, Germany; Institute of Virology, University Hospital Düsseldorf Heinrich Heine University Düsseldorf, Düsseldorf, Germany",Homo sapiens,14813,2026-02-10,hRSV/A/Germany/NRW-HHU-113/2023,Institute of Virology Düsseldorf,OPEN,https://pathoplexus.org/about/terms-of-use/open-data,SAMEA121347079,0.9730049261083744,NA,Düsseldorf,OZ411990.1,NA,NA,NA,0,0,2023-12-02T00:00:00Z,2023,RSV-A,39,0.16012815380508713
PP_001XMAX.1,A.D.1.5,2024-01-24,Mexico,NA,"Garza-Cabello, J. C.; Ruiz-Higareda, A. F.; Galan-Huerta, K. A.; Bocanegra-Ibarias, P.; Camacho-Ortiz, A.; Rivas-Estilla, A. M.","Facultad de Medicina UANL, Bioquimica y Medicina Molecular",Homo sapiens,15185,2024-11-25,PQ599899.1,Automated Ingest from INSDC/NCBI Virus by Loculus,OPEN,https://pathoplexus.org/about/terms-of-use/open-data,NA,0.9999343185550084,NA,NA,PQ599899.1,NA,NA,93484,0,1,2024-01-24T00:00:00Z,2024,RSV-A,2,0.7071067811865475
PP_001WUTR.1,A.D.5.4,2024-02-04,USA,Minnesota,"Kunerth, H. D.; Plumb, M.; Namugenyi, S.; Evans, D.; Bohnker, L.; Wang, X.","Minnesota Department of Health, Public Health Laboratory - Infectious Disease Lab",Homo sapiens,15046,2024-07-03,PP957755.1,Automated Ingest from INSDC/NCBI Virus by Loculus,OPEN,https://pathoplexus.org/about/terms-of-use/open-data,SAMN42036940,0.9596059113300492,NA,NA,PP957755.1,SRR29541281,NA,MN-MDH-RSVA-00742,0,437,2024-02-04T00:00:00Z,2024,RSV-A,1010,0.03146583877637763
PP_004JL8R.1,A.D.1.4,2025-01-24,Germany,NA,"Le, Duyen Bao; Tometten, Inga; Lübke, Nadine; Paluschinski, Martha; Schupp, Anna-Kathrin; Ehlkes, Lutz; Kreuzer, Pascal; Zacharias, Nicole; Timm, Joerg; Dilthey, Alexander; Walker, Andreas","Institute of Virology, University Hospital Düsseldorf Heinrich Heine University Düsseldorf, Düsseldorf, Germany; Institute of Virology, University Hospital Düsseldorf Heinrich Heine University Düsseldorf, Düsseldorf, Germany; Institute of Virology, University Hospital Düsseldorf Heinrich Heine University Düsseldorf , Düsseldorf, Germany; Institute of Virology , University Hospital Düsseldorf Heinrich Heine University Düsseldorf, Düsseldorf, Germany; Institute of Virology, University Hospital Düsseldorf Heinrich Heine University Düsseldorf, Düsseldorf, Germany; Düsseldorf Health Authority (Gesundheitsamt Düsseldorf), Düsseldorf, Germany; Düsseldorf Health Authority (Gesundheitsamt Düsseldorf), Düsseldorf, Germany; Institute for Hygiene and Public Health, University Hospital Bonn, Bonn, Germany; Institute of Virology, University Hospital Düsseldorf Heinrich Heine University Düsseldorf, Düsseldorf, Germany; Institute of Medical Microbiology and Hospital Hygiene, University Hospital Düsseldorf Heinrich Heine University Düsseldorf, Düsseldorf, Germany; Institute of Virology, University Hospital Düsseldorf Heinrich Heine University Düsseldorf, Düsseldorf, Germany",Homo sapiens,14812,2026-02-10,hRSV/A/Germany/NRW-HHU-210/2025,Institute of Virology Düsseldorf,OPEN,https://pathoplexus.org/about/terms-of-use/open-data,SAMEA121347087,0.9730049261083744,NA,Düsseldorf,OZ411915.1,NA,NA,NA,0,0,2025-01-24T00:00:00Z,2025,RSV-A,38,0.16222142113076254
PP_0052972.1,A.D.5.2,2024-01-11,USA,Georgia,"Smith, K.; Martinez, J.; Yu, H.; Umunna, C.; Ramaiah, A.; Heck, M.; Kersh, E.","Georgia Public Health Laboratory, Bioinformatics",Homo sapiens,14892,2026-03-03,PZ050399.1,Automated Ingest from INSDC/NCBI Virus by Loculus,OPEN,https://pathoplexus.org/about/terms-of-use/open-data,SAMN54904279,0.9308374384236452,NA,NA,PZ050399.1,SRR37087876,NA,GPHL-RSV-0097,7,717,2024-01-11T00:00:00Z,2024,RSV-A,1010,0.03146583877637763
PP_001XUZB.1,A.D.5.1,2023-11-26,France,NA,"Fourati, S.; Rameix Welti, M.-A.","Hospital Henri Mondor - APHP, Department of Virology",Homo sapiens,15263,2024-12-18,PQ737362.1,Automated Ingest from INSDC/NCBI Virus by Loculus,OPEN,https://pathoplexus.org/about/terms-of-use/open-data,NA,0.9999343185550084,NA,NA,PQ737362.1,NA,NA,007-0018,0,1,2023-11-26T00:00:00Z,2023,RSV-A,500,0.044721359549995794
PP_001QVR6.1,A.D.1,2020-09-02,Germany,NA,"Wilkins, D.; Langedijk, A. C.; Lebbink, R. J.; Morehouse, C. A.; Abram, M. E.; Ahani, B.; Aksyuk, A. A.; Baraldi, E.; Brady, T.; Chen, A. T.; Chi, H.; Choi, E. H.; Cohen, R.; Danilenko, D. M.; Gopalakrishnan, V.; Greenough, A.; Heikkinen, T.; Hosoya, M.; Keller, C.; Kelly, E. J.; Kragten-Tabatabaie, L.; Martinon-Torres, F.; Mascarenas-de Los Santos, A. H.; Nunes, M. C.; Palomino, M. A.; Papenburg, J.; Pernica, J. M.; Richmond, P.; Stein, R. T.; Tuffy, K. M.; Verwey, C.; Esser, M. T.; Tabor, D. E.; Bont, L. J.","Astrazeneca, Early Vaccines & Immune Therapies",Homo sapiens,1725,2023-03-05,OQ275926.1,Automated Ingest from INSDC/NCBI Virus by Loculus,OPEN,https://pathoplexus.org/about/terms-of-use/open-data,NA,0.11330049261083744,NA,NA,OQ275926.1,NA,NA,490103009,0,0,2020-09-02T00:00:00Z,2020,RSV-A,98,0.10101525445522107
PP_001XVM0.1,A.D.5.4,2024-03-12,USA,Minnesota,"Kunerth, H.; Plumb, M.; Namugenyi, S.; Evans, D.; Bohnkers-Voels, L.; Wang, X.","Minnesota Department of Health, Public Health Laboratory - Infectious Disease Lab",Homo sapiens,15046,2024-12-18,PQ762494.1,Automated Ingest from INSDC/NCBI Virus by Loculus,OPEN,https://pathoplexus.org/about/terms-of-use/open-data,SAMN45827583,0.9723481116584564,NA,NA,PQ762494.1,SRR31710315,NA,MN-MDH-RSVA-00990,0,243,2024-03-12T00:00:00Z,2024,RSV-A,1010,0.03146583877637763
PP_004GQEE.1,A.D.1.11,2024-02-09,Kenya,Kilifi,"Ong'era, Edidah; Katama, Esther; Nyiro, Joyce; Lambisia, Arnold; Morobe, John; Murunga, Nickson; Mwasya, Samuel; Mutunga, Martin; Lewa, Clement; Githinji, George; Bejon, Philip; Sande, Charles; Kagucia, Wangeci; Delicour, Simon; Nokes, James; Munywoki, Patrick; Holmes, Edward; Agoti, Charles",NA,NA,12142,2026-01-07,Kilifi/RSVA/RVRS/0078_2024_02_09,"Pathogen Omics and Epidemiology (PEO) Group - KEMRI Wellcome-Trust, Kenya",OPEN,https://pathoplexus.org/about/terms-of-use/open-data,SAMEA120917145,0.7963218390804597,NA,NA,OZ389912.1,NA,NA,NA,0,19,2024-02-09T00:00:00Z,2024,RSV-A,81,0.1111111111111111
PP_001V2UH.1,A.D.2.2,2018-01-17,Germany,NA,"Honemann, M.; Bergs, S.","Institut fur medizinische Mikrobiologie und Virologie, Virologie",Homo sapiens,1725,2025-01-08,PP084747.1,Automated Ingest from INSDC/NCBI Virus by Loculus,OPEN,https://pathoplexus.org/about/terms-of-use/open-data,NA,0.11330049261083744,NA,NA,PP084747.1,NA,NA,RSVA/Leipzig/2018/1,0,0,2018-01-17T00:00:00Z,2018,RSV-A,26,0.19611613513818404
PP_001JH37.1,A.D,2013-01-12,Kenya,NA,"Otieno, J. R.; Kamau, E. M.; Oketch, J. W.; Ngoi, J. M.; Gichuki, A. M.; Binter, S.; Otieno, G. P.; Ngama, M.; Agoti, C. N.; Cane, P. A.; Kellam, P.; Cotten, M.; Lemey, P.; Nokes, D. J.","KEMRI-Wellcome Trust Research Programme, Epidemiology and Demography Department",Homo sapiens,15118,2018-09-28,MH181984.1,Automated Ingest from INSDC/NCBI Virus by Loculus,OPEN,https://pathoplexus.org/about/terms-of-use/open-data,NA,0.9929720853858784,NA,NA,MH181984.1,NA,NA,KEN/KILIFI/WGS/1134_12/01/2013,0,0,2013-01-12T00:00:00Z,2013,RSV-A,28,0.1889822365046136
PP_001VE9A.1,A.D,2018-01-18,Japan,NA,"Langedijk, A. C.; Lebbink, R. J.; Bont, L. J.; Evers, A.","UMC Utrecht, Paediatric Infectious Diseases",Homo sapiens,14716,2024-04-09,PP376351.1,Automated Ingest from INSDC/NCBI Virus by Loculus,OPEN,https://pathoplexus.org/about/terms-of-use/open-data,NA,0.9663711001642036,NA,NA,PP376351.1,NA,NA,810101009,3,0,2018-01-18T00:00:00Z,2018,RSV-A,33,0.17407765595569785
PP_001HM35.1,A.D,2015,China,NA,"Chen, X.; Xu, B.; Guo, J.; Li, C.; An, S.; Zhou, Y.; Chen, A.; Deng, L.; Fu, Z.; Zhu, Y.; Liu, C.; Xu, L.; Wang, W.; Shen, K.; Xie, Z.","Beijing Pediatric Research Institute, Beijing Children's Hospital, Capital Medical University, National Center for Children's Health, Virology Laborotary",Homo sapiens,1725,2018-04-01,MF978549.1,Automated Ingest from INSDC/NCBI Virus by Loculus,OPEN,https://pathoplexus.org/about/terms-of-use/open-data,NA,0.11330049261083744,NA,NA,MF978549.1,NA,NA,RSVA-GZFE-32/GZ/2015,0,0,2015-01-01T00:00:00Z,2015,RSV-A,180,0.07453559924999299
PP_0046SNF.2,A.D.3,2020-11-05,Thailand,Ayuttaya,"Dong, Xiaomin; Edwards, Steven; Deng, Yi Mo; Barr, Ian; Hirankitti, Arada; Dapat, Clyde",WHO Collaborating Centre for Reference and Research on Influenza,NA,15199,2025-09-24,hRSV/A/Thailand/Ayuttaya-TNIC013/2020,whoflu,OPEN,https://pathoplexus.org/about/terms-of-use/open-data,SAMEA120260744,0.9982922824302136,NA,NA,OZ334385.1,NA,NA,NA,0,0,2020-11-05T00:00:00Z,2020,RSV-A,3,0.5773502691896258
PP_001DSBT.2,A.D,2012-09-12,USA,NA,"Das, S. R.; Halpin, R. A.; Shilts, M.; Puri, V.; Akopov, A.; Fedorova, N.; Stockwell, T.; Amedeo, P.; Bishop, B.; Katzel, D.; Schobel, S.; Shrivastava, S.; Hartert, T.",J. Craig Venter Institute,Homo sapiens,15218,2016-04-06,KU950493.1,Automated Ingest from INSDC/NCBI Virus by Loculus,OPEN,https://pathoplexus.org/about/terms-of-use/open-data,NA,0.9996059113300492,NA,NA,KU950493.1,NA,NA,RSVA/Homo sapiens/USA/TH_10126/2012,0,0,2012-09-12T00:00:00Z,2012,RSV-A,150,0.08164965809277261
PP_004J70L.1,A.D.5.3,2025-11-24,Ireland,NA,"Carr, Michael; Kenna, Cliona; Morley, Ursula; Crowley, Andrea; Bennett, Charlene; Banka, Weronika; Fahey, Laura; Rice, Alan; Dean, Jonathan; Hare, Daniel; De Gascun, Cillian F.","National Virus Reference Laboratory, University College Dublin, Dublin, Ireland",Homo sapiens,14880,2026-02-03,hRSV/A/Ireland/un-NVRL-GIRL00087104/2025,NVRL Ireland,OPEN,https://pathoplexus.org/about/terms-of-use/open-data,SAMEA121248640,0.921904761904762,NA,NA,OZ409232.1,NA,NA,NA,0,846,2025-11-24T00:00:00Z,2025,RSV-A,112,0.0944911182523068
PP_001URBX.1,A.D,2016-02-25,Germany,NA,"Kondgen, S.; Reiche, J.",Robert Koch Institut,Homo sapiens,15255,2024-02-13,OR795354.1,Automated Ingest from INSDC/NCBI Virus by Loculus,OPEN,https://pathoplexus.org/about/terms-of-use/open-data,NA,1,NA,NA,OR795354.1,NA,NA,hRSV/A/Germany/16-02403/2016,0,0,2016-02-25T00:00:00Z,2016,RSV-A,10,0.31622776601683794
PP_001XQBS.1,A.D.1,2022-10-10,Panama,NA,"Franco, D.; Goya, S.; Martinez, A.; Moreno, B.; Valdespino, E.; Gaitan, M.; Gonzalez, C.; Moreno, A.; Capitan-Barrios, Z.; Carrera, J. P.; Lopez-Verges, S.; Pascale, J. M.; Das, S. R.; Arbiza, J.; Delfraro, A.; Abrego, L.","Gorgas Memorial Institute of Health Studies, Department of Research in Virology and Biotechnology",Homo sapiens,15212,2024-11-25,PQ618028.1,Automated Ingest from INSDC/NCBI Virus by Loculus,OPEN,https://pathoplexus.org/about/terms-of-use/open-data,NA,0.9991461412151068,NA,NA,PQ618028.1,NA,NA,hRSV/A/Panama/ICGES-40/2022,0,0,2022-10-10T00:00:00Z,2022,RSV-A,19,0.22941573387056174
PP_001QTV0.1,A.D.2.2,2020-04-02,Finland,NA,"Wilkins, D.; Langedijk, A. C.; Lebbink, R. J.; Morehouse, C. A.; Abram, M. E.; Ahani, B.; Aksyuk, A. A.; Baraldi, E.; Brady, T.; Chen, A. T.; Chi, H.; Choi, E. H.; Cohen, R.; Danilenko, D. M.; Gopalakrishnan, V.; Greenough, A.; Heikkinen, T.; Hosoya, M.; Keller, C.; Kelly, E. J.; Kragten-Tabatabaie, L.; Martinon-Torres, F.; Mascarenas-de Los Santos, A. H.; Nunes, M. C.; Palomino, M. A.; Papenburg, J.; Pernica, J. M.; Richmond, P.; Stein, R. T.; Tuffy, K. M.; Verwey, C.; Esser, M. T.; Tabor, D. E.; Bont, L. J.","Astrazeneca, Early Vaccines & Immune Therapies",Homo sapiens,1725,2023-03-05,OQ275872.1,Automated Ingest from INSDC/NCBI Virus by Loculus,OPEN,https://pathoplexus.org/about/terms-of-use/open-data,NA,0.11330049261083744,NA,NA,OQ275872.1,NA,NA,358103019,0,0,2020-04-02T00:00:00Z,2020,RSV-A,54,0.13608276348795434
PP_002XVYB.1,A.D.1.11,2025-01-24,Ireland,NA,"Carr, Michael; Bennett, Charlene; Banka, Weronika; Fahey, Laura; Rice, Alan; Dean, Jonathan; Hare, Daniel; De Gascun, Cillian F.","National Virus Reference Laboratory, University College Dublin, Dublin, Ireland",Homo sapiens,14051,2025-05-28,hRSV/A/Ireland/un-NVRL-GIRL00011364/2025,NVRL Ireland,OPEN,https://pathoplexus.org/about/terms-of-use/open-data,SAMEA118424667,0.9205254515599344,NA,NA,OZ262186.1,NA,NA,NA,0,37,2025-01-24T00:00:00Z,2025,RSV-A,112,0.0944911182523068
PP_003W49G.1,A.D.1.9,2025-01-13,USA,Connecticut,"Kwon, Jiye; de Vries, Ellen; Lemey, Philippe; Li, Ke; Breban, Mallery; Grubaugh, Nathan; Hill, Verity; Pitzer, Virginia; Weinberger, Daniel; Redmond, Seth","Department of Epidemiology of Microbial Diseases, Yale School of Public Health",NA,15018,2025-09-23,Yale-RSV-0968,Grubaugh Lab,OPEN,https://pathoplexus.org/about/terms-of-use/open-data,SAMEA120256075,0.8080131362889984,NA,NA,OZ333378.1,NA,NA,NA,2,2715,2025-01-13T00:00:00Z,2025,RSV-A,1265,0.028116077855776665
PP_0030DGL.2,A.D.3,2022-12-01,Spain,Catalonia,"Pinana, Maria; Andres, Cristina; Gonzalez Sanchez, Alejandra; Prats, Ignasi; Garcia Comunas, Karen; Piquer, Maria; Dima, Elena; Martin, Maria Carmen; Pumarola, Tomas; Anton, Andres",Hospital Universitari Vall d'Hebron - Vall d'Hebron Institut de Recerca,NA,15200,2025-06-30,hRSV/A/Spain/CT-HUJO-028496/2022,"Respiratory Virus Unit, Hospital Universitari Vall d'Hebron, Barcelona, Spain",OPEN,https://pathoplexus.org/about/terms-of-use/open-data,SAMEA118626751,0.9982922824302136,NA,NA,OZ280138.1,NA,NA,NA,0,0,2022-12-01T00:00:00Z,2022,RSV-A,153,0.08084520834544433
PP_001Q21E.2,A.D.3,2019,Taiwan,NA,"Lee, C. Y.","Chang Bing Show Chwan Memorial Hospital, Department of Pediatrics",Homo sapiens,1725,2023-05-01,OP690233.1,Automated Ingest from INSDC/NCBI Virus by Loculus,OPEN,https://pathoplexus.org/about/terms-of-use/open-data,NA,0.11330049261083744,NA,NA,OP690233.1,NA,NA,TVGH-A129,0,0,2019-01-01T00:00:00Z,2019,RSV-A,65,0.12403473458920847
PP_001RT0P.1,A.D.1,2017-11-26,USA,Arizona,"Wilkins, D.; Langedijk, A. C.; Lebbink, R. J.; Morehouse, C. A.; Abram, M. E.; Ahani, B.; Aksyuk, A. A.; Baraldi, E.; Brady, T.; Chen, A. T.; Chi, H.; Choi, E. H.; Cohen, R.; Danilenko, D. M.; Gopalakrishnan, V.; Greenough, A.; Heikkinen, T.; Hosoya, M.; Keller, C.; Kelly, E. J.; Kragten-Tabatabaie, L.; Martinon-Torres, F.; Mascarenas-de Los Santos, A. H.; Nunes, M. C.; Palomino, M. A.; Papenburg, J.; Pernica, J. M.; Richmond, P.; Stein, R. T.; Tuffy, K. M.; Verwey, C.; Esser, M. T.; Tabor, D. E.; Bont, L. J.","Astrazeneca, Early Vaccines & Immune Therapies",Homo sapiens,1725,2023-03-05,OQ276971.1,Automated Ingest from INSDC/NCBI Virus by Loculus,OPEN,https://pathoplexus.org/about/terms-of-use/open-data,NA,0.11330049261083744,NA,NA,OQ276971.1,NA,NA,Osmt18_0546,0,0,2017-11-26T00:00:00Z,2017,RSV-A,422,0.04867923835112355
PP_001F86H.2,A.3.1.1,2012-08-22,New Zealand,Christchurch,"Shabman, R.; Das, S. R.; Shilts, M.; Fedorova, N.; Puri, V.; Shrivastava, S.; Amedeo, P.; Williams, M.; Barratt, K.; Mitchell, J.; Jennings, L.",J. Craig Venter Institute,Homo sapiens,15232,2016-10-01,KX765967.1,Automated Ingest from INSDC/NCBI Virus by Loculus,OPEN,https://pathoplexus.org/about/terms-of-use/open-data,NA,1,NA,NA,KX765967.1,NA,NA,RSVA/Homo sapiens/NZL/LJRSV64/2012,0,0,2012-08-22T00:00:00Z,2012,RSV-A,13,0.2773500981126146
PP_003UJA4.1,A.D.2.2,2016-01-20,France,NA,"Porter, D. P.; Guo, Y.; Perry, J.; Gossage, D. L.; Watkins, T. R.; Chien, J. W.; Jordan, R.","Gilead Sciences, Inc., Clinical Virology",Homo sapiens,1716,2020-06-29,MT543419.1,Automated Ingest from INSDC/NCBI Virus by Loculus,OPEN,https://pathoplexus.org/about/terms-of-use/open-data,NA,0.11270935960591132,NA,NA,MT543419.1,NA,NA,Subject0032_Day7_F,0,0,2016-01-20T00:00:00Z,2016,RSV-A,20,0.22360679774997896
PP_001TX2B.2,A.D,2013-01-23,USA,NA,"Avadhanula, V.; Agustinho, D. P.; Menon, V. K.; Chemaly, R. F.; Shah, D. P.; Qin, X.; Surathu, A.; Doddapaneni, H.; Muzny, D. M.; Metcalf, G. A.; Gregeen, S. J.; Gibbs, R. A.; Petrosino, J. J.; Sedlazeck, F. J.; Piedra, P. A.","Baylor College of Medicine, Human Genome Sequencing Center",Homo sapiens,15142,2023-10-01,OR466349.1,Automated Ingest from INSDC/NCBI Virus by Loculus,OPEN,https://pathoplexus.org/about/terms-of-use/open-data,SAMN50264565,0.9936288998357964,NA,NA,OR466349.1,SRR34759083,NA,p1306-121310723A,0,0,2013-01-23T00:00:00Z,2013,RSV-A,263,0.061662641597820735
PP_001VV29.1,A.D.4.1,2019-08-15,South Africa,NA,"Langedijk, A. C.; Lebbink, R. J.; Bont, L. J.; Evers, A.","UMC Utrecht, Paediatric Infectious Diseases",Homo sapiens,15225,2024-04-09,PP377523.1,Automated Ingest from INSDC/NCBI Virus by Loculus,OPEN,https://pathoplexus.org/about/terms-of-use/open-data,NA,1,NA,NA,PP377523.1,NA,NA,270102098,0,0,2019-08-15T00:00:00Z,2019,RSV-A,118,0.09205746178983235
PP_001XL82.1,A.D.5,2021,Belgium,NA,"Stobbelaar, K.; Jacobs, L.; Serrano-Cano, F.; Van der Gucht, W.; Smet, A.; De Winter, B.; Cos, P.; De Vos, W.; Van Hoorenbeeck, K.; Verhulst, S.; Delputte, P.","University of Antwerp, LMPH",Homo sapiens,1725,2024-10-13,PQ410614.1,Automated Ingest from INSDC/NCBI Virus by Loculus,OPEN,https://pathoplexus.org/about/terms-of-use/open-data,NA,0.11330049261083744,NA,NA,PQ410614.1,NA,NA,HRSV/A/BEL/RVRA135/2021,0,0,2021-01-01T00:00:00Z,2021,RSV-A,16,0.25
PP_0046SPD.2,A.D.3,2020-11-10,Thailand,Ayuttaya,"Dong, Xiaomin; Edwards, Steven; Deng, Yi Mo; Barr, Ian; Hirankitti, Arada; Dapat, Clyde",WHO Collaborating Centre for Reference and Research on Influenza,NA,15199,2025-09-24,hRSV/A/Thailand/Ayuttaya-TNIC015/2020,whoflu,OPEN,https://pathoplexus.org/about/terms-of-use/open-data,SAMEA120260745,0.9982922824302136,NA,NA,OZ334461.1,NA,NA,NA,0,0,2020-11-10T00:00:00Z,2020,RSV-A,3,0.5773502691896258
PP_003UX43.1,A,2020-03-12,Sweden,NA,"Mollel, J. T.; Said, J. S.; Masalu, R. J.; Hannoun, C.; Mbunde, M. V. N.; Nondo, R. S. O.; Bergstrom, T.; Trybala, E.","Institute of Biomedicine, University of Gothenburg, Department of Infectious Diseases",Homo sapiens,1587,2022-03-07,OM349991.1,Automated Ingest from INSDC/NCBI Virus by Loculus,OPEN,https://pathoplexus.org/about/terms-of-use/open-data,NA,0.10423645320197043,NA,NA,OM349991.1,NA,NA,Gbg_F-Input-3,0,0,2020-03-12T00:00:00Z,2020,RSV-A,9,0.3333333333333333
PP_001XPFK.1,A.D.1.5,2023-05-29,Argentina,Buenos Aires,"Acuna, D.; Irazoqui, M.; Cannigia, L. F.; Ibanez, E.; Costa, M.; Nadalich, V.; Toro, R.; Ayala, G.; Cobas, M. E.; Delarubia, E.; Ghiglione, C.; Cordero, A.; Viegas, M.","CONICET (National Council for Scientific and Technical Research), Exacts Sciences School, National University of la Plata, Argentina",Homo sapiens,15224,2024-11-25,PQ610200.2,Automated Ingest from INSDC/NCBI Virus by Loculus,OPEN,https://pathoplexus.org/about/terms-of-use/open-data,NA,0.9999343185550084,NA,NA,PQ610200.2,NA,NA,HRSV/A/Argentina/PAIS-ALM/11/2023_05_29,0,0,2023-05-29T00:00:00Z,2023,RSV-A,14,0.2672612419124244
